label,sms,change_sms,nltk,num_words
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,yo you guys ever figure out how much we need for alcohol jay and i are trying to figure out how much we can safely spend on weed,yo guy ever figur much need alcohol jay tri figur much safe spend weed,14
0,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",he has lots of used ones babe but the model does not help youi have to bring it over and he will match it up,lot use one babe model help youi bring match,9
1,,,free entri count wkli comp win fa cup final tkts number st may number text fa act receiv entri questionstd txt ratetc appli number number,25
0,If u dun drive then how i go 2 sch.,if you dun drive then how i go number sch,dun drive go number sch,5
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli enumerate numerate,25
1,,,free entri amount wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number numeral,25
1,,,free entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli figure figure,25
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess we can go number kb n power yoga haha do not know we can tahan power yoga anot thk got lo oso forgot liao,hmmm guess go number kb n power yoga haha know tahan power yoga anot thk get lo oso forget liao,20
0,\HEY KATE,hey kate,hey kate,2
1,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply.",romantic paris number nights number flights from moneysymbol number book now number next year call number tscs apply,romant pari number night number flight moneysymbol number book number next year call number tscs appli,16
0,Ugh I don't wanna get out of bed. It's so warm.,ugh i do not want to get out of bed it is so warm,ugh want get bed warm,5
0,S da..al r above  &lt;#&gt;,s link r above ltgt,link r ltgt,3
0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas, link do me a favor pls convey my birthday wishes to link dnt forget it today is her birthday shijas,link favor pls convey birthday wish link dnt forget today birthday shija,12
1,,,free entri number wkli comp win fa cup final tkts amount st may number text fa issue receiv entri questionstd txt ratetc appli number number,25
0,I havent lei.. Next mon can?,i have not lei next mon can,lei next mon,3
1,"MAAC(leader in 3d animation, vfx, multimedia, gaming)announces free seminar NEXT IN BOLLYWOOD, on 28MAY by industry professionals.Call now 9239285278 for passes.",maacleader in number d animation vfx multimedia gamingannounces free seminar next in bollywood on number may by industry link now phonenumber for passes,maaclead number anim vfx multimedia gamingannounc free seminar next bollywood number may industri link phonenumb pass,16
0,But you were together so you should be thinkin about him,but you were together so you should be thinkin about him,togeth thinkin,2
1,,,free entri number wkli comp win fa cup final tkts number st may routine text fa count receiv entri questionstd txt ratetc appli number number,25
1,"Dear Sir Your Bank card has been blocked because you did not updated yet, If you want to update your ATM card please contact +971586153091 +971523182746",dear sir your bank card has been blocked because you did not updated yet if you want to update your atm card please contact number number ,dear sir bank card block updat yet want updat atm card pleas contact number number,15
1,,,gratuitous entri number wkli comp win fa cup final tkts number st may number text fa number receiv entri questionstd txt ratetc appli number bit,25
0,When are you guys leaving?,when are you guys leaving,guy leav,2
1,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey i am really horny want to chat or see me naked text hot to number text charged at number pm to unsubscribe text stop number ,hey realli horni want chat see nake text hot number text charg number pm unsubscrib text stop number,18
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900..., link link park plaza moneysymbol number studio link left number bedrm moneysymbol number ,link link park plaza moneysymbol number studio link leav number bedrm moneysymbol number,13
1,,,free entri number wkli comp win fa cup final tkts bit st may routine text fa number receiv entri questionstd txt ratetc appli number number,25
0,Mm that time you dont like fun,mm that time you do not like fun,mm time like fun,4
0,"Thanks, I'll keep that in mind",thanks i will keep that in mind,thank keep mind,3
1,,,free entri number wkli comp win fa cup terminal tkts number st may turn text fa number receiv entri questionstd txt ratetc appli number number,25
0,Shopping lor. Them raining mah hard 2 leave orchard.,shopping lor them raining mah hard number leave orchard,shop lor rain mah hard number leav orchard,8
1,,,free entri number wkli comp win fa cup final tkts number st may come text fa number receiv entri questionstd txt ratetc appli number come,25
1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222, number days to kick off for euro number you will be kept up to date with the latest news and results daily to be removed send get txt stop to number ,number day kick euro number keep date late news result daili remov send get txt stop number,17
0,No calls..messages..missed calls,no link calls,link call,2
1,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",sms ac jsco energy is high but you may not know where number channel it number day you are leadership skills r strong psychic reply ans wquestion end reply end jsco,sm ac jsco energi high may know number channel number day leadership skill r strong psychic repli wquestion end repli end jsco,22
0,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,am watching house very entertaining am getting the whole hugh laurie thing even with the stick indeed especially with the stick,watch hous entertain get whole hugh lauri thing even stick inde especi stick,13
0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe is really good nowadayslot of shop and showroomscity is shaping good,cbe realli good nowadayslot shop showroomsc shape good,8
1,,,free entri number wkli comp win fa cup final tkts number st may issue text fa list receiv entri questionstd txt ratetc appli number number,25
0,Hey i will be late... i'm at amk. Need to drink tea or coffee,hey i will be late i am at amk need to drink tea or coffee,hey late amk need drink tea coffe,7
0,Hey are we going for the lo lesson or gym? ,hey are we going for the lo lesson or gym,hey go lo lesson gym,5
0,So are you guys asking that i get that slippers again or its gone with last year,so are you guys asking that i get that slippers again or its gone with last year,guy ask get slipper go last year,7
